"Compound","DrugBank ID","Affinity"
"O1-Methyl-Glucose","DB01642",-4.8
"7,8-Diamino-Nonanoic Acid","DB01715",-4.8
"Monoisopropylphosphorylserine","DB01805",-4.8
"Isocitrate Calcium Complex","DB01848",-4.8
"RU78262","DB01947",-4.8
"Swainsonine","DB02034",-4.8
"5-Phospho-D-Arabinohydroxamic Acid","DB02093",-4.8
"4-Oxosebacic Acid","DB02260",-4.8
"S-(2-Oxo)Pentadecylcoa","DB02271",-4.8
"(R)-Mandelic Acid","DB02280",-4.8
"Palmitoyl-Linoleoyl Phosphatidylcholine","DB02306",-4.8
"1-Hydroxyamine-2-Isobutylmalonic Acid","DB02326",-4.8
"S-(D-Carboxybutyl)-L-Homocysteine","DB02337",-4.8
"4-Aminobenzoic Acid","DB02362",-4.8
"Beta-D-Glucose","DB02379",-4.8
"(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid","DB02437",-4.8
"N-Benzylformamide","DB02481",-4.8
"Thymol","DB02513",-4.8
"Sorbitol 6-phosphate","DB02548",-4.8
"4-O-Methyl-Beta-D-Glucuronic Acid","DB02722",-4.8
"4-Methylthio-Alpha-D-Mannose","DB02730",-4.8
"P-Anisic Acid","DB02795",-4.8
"2,3 -Anhydro-Quinic Acid","DB02801",-4.8
"D-2-Keto-3-Deoxygalactonate","DB02807",-4.8
"C16-Fatty-Acyl-Substrate-Mimic","DB02990",-4.8
"5-Fluoro-Beta-L-Gulosyl Fluoride","DB03008",-4.8
"L-Alpha-Phosphatidyl-Beta-Oleoyl-Gamma-Palmitoyl-Phosphatidylethanolamine","DB03047",-4.8
"5-methylbenzimidazole","DB03177",-4.8
"1-Deoxynojirimycin","DB03206",-4.8
"(S)-Mandelic Acid","DB03357",-4.8
"N-Propyl-Tartramic Acid","DB03390",-4.8
"3[N-Morpholino]Propane Sulfonic Acid","DB03434",-4.8
"L-Alpha-Glycerophosphorylethanolamine","DB03484",-4.8
"Alpha-D-Fucose","DB03485",-4.8
"9-Deazaadenine","DB03506",-4.8
"N5-(1-Imino-3-Butenyl)-L-Ornithine","DB03710",-4.8
"3-Phenylpyruvic Acid","DB03884",-4.8
"1,5-Dideoxy-1,5-Imino-D-Mannitol","DB03955",-4.8
"4-Hydroxy-Aconitate Ion","DB03964",-4.8
"3-Methyladenine","DB04104",-4.8
"Lysophosphotidylserine","DB04136",-4.8
"2-Hydroxy-3-Amino-4-Phenyl Butane","DB04245",-4.8
"2-deoxy-2-fluoro-α-D-glucose","DB04282",-4.8
"P-Nitrophenol","DB04417",-4.8
"2-Deoxy-Glucitol-6-Phosphate","DB04516",-4.8
"2-HYDROXY-3,5-DIIODOBENZOIC ACID","DB04674",-4.8
"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE","DB04720",-4.8
"Reidispongiolide A","DB04774",-4.8
"Gaboxadol","DB06554",-4.8
"Mafenide","DB06795",-4.8
"N-[(1R,2R,3E)-2-hydroxy-1-(hydroxymethyl)heptadec-3-en-1-yl]acetamide","DB06960",-4.8
"N-(1-PHENYL-PROPYL)-FORMAMIDE","DB07436",-4.8
"N-hexanoyl-L-homocysteine","DB07603",-4.8
"(2,6-DIMETHYL-PHENOXY)-ACETIC ACID","DB07634",-4.8
"(2R)-3-(phosphonooxy)propane-1,2-diyl diheptanoate","DB08376",-4.8
"1,1,1-TRIFLUORO-3-(OCTYLTHIO)ACETONE","DB08612",-4.8
"[(3R,4S,5S,7R)-4,8-DIHYDROXY-3,5,7-TRIMETHYL-2-OXOOCTYL]PHOSPHONIC ACID","DB08759",-4.8
"4-(2-methoxyethoxy)-6-methylpyrimidin-2-amine","DB08786",-4.8
"Salicylamide","DB08797",-4.8
"Metiamide","DB08805",-4.8
"Dehydroascorbic Acid","DB08830",-4.8
"Sincalide","DB09142",-4.8
"Mesalazine","DB00244",-4.7
"Tranexamic Acid","DB00302",-4.7
"Phenylpropanolamine","DB00397",-4.7
"Docosanol","DB00632",-4.7
"Salicylic acid","DB00936",-4.7
"Isoniazid","DB00951",-4.7
"Dirithromycin","DB00954",-4.7
"Ifosfamide","DB01181",-4.7
"Sevoflurane","DB01236",-4.7
"Cathine","DB01486",-4.7
"Chlorhexadol","DB01534",-4.7
"Cathinone","DB01560",-4.7
"4-Hydroxy-3-Methyl Butyl Diphosphate","DB01799",-4.7
"Phosphoaspartate","DB01857",-4.7
"Benzhydroxamic Acid","DB01924",-4.7
"4-Amino-5-Hydroxymethyl-2-Methylpyrimidine","DB02022",-4.7
"Ribose-5-Phosphate","DB02053",-4.7
"Methyl alpha-galactoside","DB02100",-4.7
"6-Amino-4-Hydroxymethyl-Cyclohex-4-Ene-1,2,3-Triol","DB02120",-4.7
"Dihydroorotic Acid","DB02129",-4.7
"D-Fructose-6-Phosphate (Open Form)","DB02171",-4.7
"7-Keto-8-Aminopelargonic Acid","DB02274",-4.7
"N3, N4-Dimethylarginine","DB02302",-4.7
"2-Amino-3-(Diethoxy-Phosphoryloxy)-Propionic Acid","DB02364",-4.7
"(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol","DB02408",-4.7
"4-(2-Thienyl)Butyric Acid","DB02434",-4.7
"2-Deoxy-2-Amino Glucitol-6-Phosphate","DB02445",-4.7
"Glutamine Hydroxamate","DB02446",-4.7
"Beta-D-Fructopyranose","DB02561",-4.7
"3-Phenyl-1,2-Propandiol","DB02803",-4.7
"1-Methyloxy-4-Sulfone-Benzene","DB03033",-4.7
"3-Methoxybenzamide","DB03073",-4.7
"5-Hydroxymethyl-Chonduritol","DB03092",-4.7
"5-Amino 6-Nitro Uracil","DB03099",-4.7
"4-Thio-Beta-D-Glucopyranose","DB03188",-4.7
"4-Deoxyglucarate","DB03212",-4.7
"(2s,5s)-5-Carboxymethylproline","DB03215",-4.7
"1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycero-3-Phosphate","DB03402",-4.7
"N-Hexadecanoylglycine","DB03440",-4.7
"2-Methoxy-4-Vinyl-Phenol","DB03514",-4.7
"Aspartic Acid-4-Carboxymethyl Ester","DB03522",-4.7
"2-(2-{2-[2-(2-{2-[2-(2-Ethoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol, Polyethyleneglycol Peg400","DB03556",-4.7
"4-Deoxy-4-Thio-Beta-D-Glucopyranose","DB03584",-4.7
"4-Thio-D-Glucose","DB03599",-4.7
"Glucarate","DB03603",-4.7
"Arabinose-5-Phosphate","DB03745",-4.7
"Elaidoylamide","DB03784",-4.7
"5-Amino-1h-Pyrimidine-2,4-Dione","DB03792",-4.7
"2-Decenoyl N-Acetyl Cysteamine","DB03813",-4.7
"2-Amino-3-Hydroxy-3-Phosphonooxy-Propionic Acid","DB03821",-4.7
"2-O-Methyl Fucose","DB03863",-4.7
"1-Deoxy-Ribofuranose-5'-Phosphate","DB03936",-4.7
"Erythose-4-Phosphate","DB03937",-4.7
"D-Allopyranose","DB03989",-4.7
"Methyl beta-galactoside","DB04046",-4.7
"Beta-D-Fucose","DB04062",-4.7
"4-Methyl-1,2-Benzenediol","DB04120",-4.7
"N-Acetyl-L-Glutamine","DB04167",-4.7
"P-Hydroxybenzoic Acid","DB04242",-4.7
"4-O-Methyl-Alpha-D-Glucuronic Acid","DB04303",-4.7
"2,3-Difluorobenzyl Alcohol","DB04312",-4.7
"2-Deoxy-Beta-D-Galactose","DB04382",-4.7
"2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene","DB04448",-4.7
"L-Phenylalaninol","DB04484",-4.7
"(2s)-2,8-Diaminooctanoic Acid","DB04486",-4.7
"6-Deoxy-2-O-Methyl-Alpha-L-Galactopyranose","DB04515",-4.7
"(8ar)-Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione","DB04541",-4.7
"Gluconolactone","DB04564",-4.7
"Glutamine t-butyl ester","DB04636",-4.7
"Glycerylphosphorylcholine","DB04660",-4.7
"Hexaminolevulinate","DB06261",-4.7
"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid","DB06926",-4.7
"S-NONYL-CYSTEINE","DB07849",-4.7
"2-(ACETYL-HYDROXY-AMINO)-4-METHYL-PENTANOIC ACID METHYL ESTER","DB07989",-4.7
"[(3R,4S)-4-HYDROXY-3-METHYL-2-OXOHEXYL]PHOSPHONIC ACID","DB08431",-4.7
"Tyramine","DB08841",-4.7
"Letosteine","DB08939",-4.7
"Colfosceril palmitate","DB09114",-4.7
"Fludeoxyglucose (18F)","DB09150",-4.7
"L-Histidine","DB00117",-4.6
"Pyridoxal","DB00147",-4.6
"Creatine","DB00148",-4.6
"Pyridoxine","DB00165",-4.6
"Adenine","DB00173",-4.6
"Propylthiouracil","DB00550",-4.6
"Gabapentin","DB00996",-4.6
"Glucosamine","DB01296",-4.6
"ZK-800270","DB01665",-4.6
"2-Amino-4-Butyl-5-Propylselenazole","DB01740",-4.6
"5-Hydroxy-2-(Hydroxymethyl)-4h-Pyran-4-One","DB01759",-4.6
"5-Bromonicotinamide","DB01854",-4.6
"D-Galctopyranosyl-1-On","DB01885",-4.6
"Methyl alpha-D-mannoside","DB01979",-4.6
"1,2-Dipalmitoyl-Phosphatidyl-Glycerole","DB02043",-4.6
"Gabaculine","DB02054",-4.6
"(2s,3s)-Trans-2,3-Dihydro-3-Hydroxyanthranilic Acid","DB02124",-4.6
"4,5-Dihydroxy-Tetrahydro-Pyran-2-Carboxylic Acid","DB02227",-4.6
"Platelet Activating Factor","DB02261",-4.6
"Benzoylformic Acid","DB02279",-4.6
"2-Deoxy-2-Fluoro-Alpha-D-Mannosyl Fluoride","DB02318",-4.6
"Nz-(1-Carboxyethyl)-Lysine","DB02370",-4.6
"Oxiranpseudoglucose","DB02394",-4.6
"4,6-Dideoxy-4-Amino-Beta-D-Glucopyranoside","DB02469",-4.6
"Phosphonothreonine","DB02482",-4.6
"(2r)-2-{[Formyl(Hydroxy)Amino]Methyl}Hexanoic Acid","DB02625",-4.6
"4-Deoxy-Alpha-D-Glucose","DB02670",-4.6
"N-Butyl-N'-Hydroxyguanidine","DB02727",-4.6
"3-Hydroxy-Myristic Acid","DB02767",-4.6
"Calyculin A","DB02860",-4.6
"L-2-Amino-6-Methylene-Pimelic Acid","DB02892",-4.6
"Cysteine-S-Acetamide","DB02987",-4.6
"2-Methyl-3-(2-Aminothiazolo)Propanal","DB03024",-4.6
"3h-Pyrazolo[4,3-D]Pyrimidin-7-Ol","DB03153",-4.6
"2-Dimethylamino-Ethyl-Diphosphate","DB03165",-4.6
"Beta-L-Methyl-Fucose","DB03194",-4.6
"2,3-Dihydroxy-5-Oxo-Hexanedioate","DB03237",-4.6
"beta-L-fucose","DB03283",-4.6
"2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid","DB03284",-4.6
"4-Deoxy-4-Amino-Beta-D-Glucose","DB03291",-4.6
"2-Allyl-6-Methyl-Phenol","DB03301",-4.6
"N5-Iminoethyl-L-Ornithine","DB03305",-4.6
"Digalactosyl Diacyl Glycerol (Dgdg)","DB03426",-4.6
"4,6-Dideoxy-4-Amino-Alpha-D-Glucose","DB03439",-4.6
"P-Hydroxybenzaldehyde","DB03560",-4.6
"Beta(2-Thienyl)Alanine","DB03673",-4.6
"2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid","DB03683",-4.6
"6-Deoxy-Alpha-D-Glucose","DB03773",-4.6
"Lysine Nz-Carboxylic Acid","DB03801",-4.6
"Gamma-Carboxy-Glutamic Acid","DB03847",-4.6
"N-Trimethyllysine","DB03977",-4.6
"6-Aminobenzoic Acid","DB04056",-4.6
"Alpha-Methylisocitric Acid","DB04072",-4.6
"N-Acetyl-L-Glutamate","DB04075",-4.6
"Hypoxanthine","DB04076",-4.6
"Alpha-L-1-Methyl-Fucose","DB04091",-4.6
"1-Octadecyl-2-Acetamido-2-Deoxy-Sn-Glycerol-3-Phosphoethylmethyl Sulfide","DB04112",-4.6
"2-Aminobenzoic Acid","DB04166",-4.6
"4-Bromo-3-Hydroxy-3-Methyl Butyl Diphosphate","DB04170",-4.6
"Fructose","DB04173",-4.6
"N-Carbamoyl-L-Aspartate","DB04252",-4.6
"3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester","DB04271",-4.6
"3-Isopropylmalic Acid","DB04279",-4.6
"6-Deoxyglucose","DB04319",-4.6
"Diureido-Acetate","DB04380",-4.6
"Methyl(6s)-1-Thio-L-Manno-Hexodialdo-6,2-Pyranoside","DB04508",-4.6
"3-Phosphoglyceric Acid","DB04510",-4.6
"(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE","DB04683",-4.6
"1-ACETYL-2-CARBOXYPIPERIDINE","DB07384",-4.6
"(2S)-2-HYDROXYOCTANOIC ACID","DB07907",-4.6
"2-OXOHEPTYLPHOSPHONIC ACID","DB07912",-4.6
"(2S)-2-AMINO-4-(METHYLSULFANYL)-1-(1,3-THIAZOL-2-YL)BUTANE-1,1-DIOL","DB08160",-4.6
"N-(3-AMINOPROPYL)-2-NITROBENZENAMINE","DB08291",-4.6
"2-deoxyglucose","DB08831",-4.6
"Acetylcarnitine","DB08842",-4.6
"Glucose","DB09341",-4.6
"L-Lysine","DB00123",-4.5
"Ethosuximide","DB00593",-4.5
"Alendronate","DB00630",-4.5
"Metronidazole","DB00916",-4.5
"Mercaptopurine","DB01033",-4.5
"Amifostine","DB01143",-4.5
"Mivacurium","DB01226",-4.5
"Isocitric Acid","DB01727",-4.5
"2-Tridecanoyloxy-Pentadecanoic Acid","DB01814",-4.5
"O-Acetylserine","DB01837",-4.5
"Tropinone","DB01874",-4.5
"5,10,15,20-Tetrakis(4-Sulpfonatophenyl)-21h,23h-Porphine","DB01999",-4.5
"2,4-Diamino-4,6-Dihydroxypyrimidine","DB02037",-4.5
"N-Isopropyl-N'-Hydroxyguanidine","DB02143",-4.5
"S-Butyryl-Cystein","DB02160",-4.5
"D-Glutamine","DB02174",-4.5
"2-Oxalosuccinic Acid","DB02190",-4.5
"2,3-Di-O-Phytanly-3-Sn-Glycero-1-Phosphoryl-3'-Sn-Glycerol-1'-Phosphate","DB02293",-4.5
"Dinor-N(Omega)-Hydroxy-L-Arginine","DB02499",-4.5
"2-Allylphenol","DB02534",-4.5
"Glutathionylspermidine Disulfide","DB02553",-4.5
"Abequose","DB02590",-4.5
"2-[3-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Propylamino]-2-Hydroxymethyl-Propane-1,3-Diol","DB02676",-4.5
"2-Deoxy-2-Aminogalactose","DB02678",-4.5
"S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine","DB02689",-4.5
"2-Amino-3-Oxo-4-Sulfo-Butyric Acid","DB02735",-4.5
"N-(2-Acetamido)Iminodiacetic Acid","DB02810",-4.5
"Nitrilotriacetic Acid","DB03040",-4.5
"5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid","DB03184",-4.5
"Sphingosine","DB03203",-4.5
"D-2-Keto-3-Deoxygluconate","DB03303",-4.5
"L-Leucyl-Hydroxylamine","DB03308",-4.5
"N-Acetylproline","DB03360",-4.5
"2s,4r-4-Methylglutamate","DB03425",-4.5
"3-methyl-benzene-1,2-diol","DB03454",-4.5
"2-Keto-3-Deoxygluconate","DB03489",-4.5
"4-Fluorophenethyl Alcohol","DB03669",-4.5
"12-Hydroxydodecanoic Acid","DB03704",-4.5
"Xylarohydroxamate","DB03734",-4.5
"S-Dioxymethionine","DB03790",-4.5
"Trifluoromethionine","DB03799",-4.5
"5,6-Diaminouracil","DB03826",-4.5
"Jaspisamide A","DB03850",-4.5
"Alpha-L-Methyl-Fucose","DB03879",-4.5
"Tyvelose","DB04028",-4.5
"Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine","DB04197",-4.5
"(Hydroxyethyloxy)Tri(Ethyloxy)Octane","DB04233",-4.5
"beta-D-Ribopyranose","DB04286",-4.5
"Alpha-L-Fucose","DB04473",-4.5
"Phosphonoserine","DB04522",-4.5
"4-Deoxy-D-Glucuronic Acid","DB04548",-4.5
"ACETOPHENONE","DB04619",-4.5
"Cis-tetracosenoyl sulfatide","DB04661",-4.5
"Icatibant","DB06196",-4.5
"UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE","DB06912",-4.5
"(1R)-3-chloro-1-phenylpropan-1-ol","DB06934",-4.5
"Deferiprone","DB08826",-4.5
"Piracetam","DB09210",-4.5
"Pamidronate","DB00282",-4.4
"Fluorouracil","DB00544",-4.4
"Pralidoxime","DB00733",-4.4
"P-Cresol","DB01688",-4.4
"N-Hydroxy-4-Phosphono-Butanamide","DB01695",-4.4
"2-Phosphoglyceric Acid","DB01709",-4.4
"4,6-Dideoxyglucose","DB01841",-4.4
"N-Carbamyl-D-Valine","DB01847",-4.4
"trans-urocanic acid","DB01971",-4.4
"2-(2-{2-[2-(2-Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol","DB02042",-4.4
"2,5-Dideoxy-2,5-Imino-D-Glucitol","DB02172",-4.4
"Phenylacetaldehyde","DB02178",-4.4
"Glyceraldehyde-3-Phosphate","DB02263",-4.4
"N-Acetyl-Serine","DB02340",-4.4
"2-(2-Hydroxy-1,1-Dihydroxymethyl-Ethylamino)-Ethanesulfonic Acid","DB02371",-4.4
"L-Xylitol 5-Phosphate","DB02630",-4.4
"2-Amino-4-(Hydroxymethyl-Phosphinyl)Butanoic Acid","DB02663",-4.4
"Hydroxyaminovaline","DB02697",-4.4
"3-Deoxy-D-Glucosamine","DB02700",-4.4
"Pyroglutamic Acid","DB03088",-4.4
"3-Iodo-Benzyl Alcohol","DB03339",-4.4
"alpha-D-Xylopyranose","DB03389",-4.4
"O1-Methyl-4-Deoxy-4-Thio-Alpha-D-Glucose","DB03406",-4.4
"2-Phospho-D-Glyceric Acid","DB03465",-4.4
"Eniluracil","DB03516",-4.4
"2,6-Diaminopimelic Acid","DB03590",-4.4
"(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide","DB03690",-4.4
"(1s,2s)-1-Amino-1-(1,3-Thiazol-2-Yl)Propan-2-Ol","DB03724",-4.4
"S-Acetonylcysteine","DB03858",-4.4
"1-Thio-Beta-D-Glucopyranose","DB03859",-4.4
"2,3-Dideoxyfucose","DB03872",-4.4
"Pseudotropine","DB04026",-4.4
"3-Oxo-Pentadecanoic Acid","DB04039",-4.4
"3,4-Dimethylphenol","DB04052",-4.4
"3-Methylcytosine","DB04103",-4.4
"Citric Acid","DB04272",-4.4
"Carbocisteine","DB04339",-4.4
"(2r,4s)-2-Methyl-2,3,3,4-Tetrahydroxytetrahydrofuran","DB04346",-4.4
"S,S-(2-Hydroxyethyl)Thiocysteine","DB04530",-4.4
"N-ACETYLHISTAMINE","DB04622",-4.4
"4-PIPERIDIN-4-YLBUTANAL","DB04654",-4.4
"(S)-HYDROXY(PHENYL)ACETONITRILE","DB04737",-4.4
"Methylphenyl carbinol","DB04784",-4.4
"Eflornithine","DB06243",-4.4
"Pasireotide","DB06663",-4.4
"5-(2-hydroxyethyl)nonane-1,9-diol","DB07171",-4.4
"Gimeracil","DB09257",-4.4
"L-Glutamic Acid","DB00142",-4.3
"Carmustine","DB00262",-4.3
"Flucytosine","DB01099",-4.3
"2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine","DB01635",-4.3
"N-Acetylmethionine","DB01646",-4.3
"N-Methyl-Lysine","DB01714",-4.3
"2-Amino-N,3,3-Trimethylbutanamide","DB01949",-4.3
"S-Acetyl-Cysteine","DB02039",-4.3
"3-Hydroxyisoxazole-4-Carboxylic Acid","DB02111",-4.3
"2-Phenyl-Ethanol","DB02192",-4.3
"6-Hydroxy-D-Norleucine","DB02233",-4.3
"(5s)-5-Iododihydro-2,4(1h,3h)-Pyrimidinedione","DB02303",-4.3
"4-Hydroxy-1,2,5-Oxadiazole-3-Carboxylic Acid","DB02401",-4.3
"2-Fluoroaniline","DB02403",-4.3
"Nicotinamide","DB02701",-4.3
"Selenomethionine Selenoxide","DB02958",-4.3
"Isatoic Anhydride","DB03058",-4.3
"Myo-Inositol","DB03106",-4.3
"2-Chlorophenol","DB03110",-4.3
"2-Aminopimelic Acid","DB03134",-4.3
"Alpha-L-Arabinose","DB03142",-4.3
"Beta-L-Arabinose","DB03246",-4.3
"N-Dimethyl-Lysine","DB03362",-4.3
"N-Carbamyl-D-Methionine","DB03364",-4.3
"6-Hydroxy-L-Norleucine","DB03412",-4.3
"S-Phosphocysteine","DB03544",-4.3
"5-Iodouracil","DB03554",-4.3
"Kabiramide C","DB03616",-4.3
"1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycerol","DB03646",-4.3
"N-Phenylthiourea","DB03694",-4.3
"Dihydrolipoic Acid","DB03760",-4.3
"2-(N-Morpholino)-Ethanesulfonic Acid","DB03814",-4.3
"Difluoromethionine","DB03816",-4.3
"4-Methyl-Pyrroline-5-Carboxylic Acid","DB03930",-4.3
"L-Thiocitrulline","DB03953",-4.3
"N-Carbamoyl-Alanine","DB04048",-4.3
"S-sulphocysteine","DB04370",-4.3
"Glyphosate","DB04539",-4.3
"2-bromophenol","DB04586",-4.3
"PX-12","DB05448",-4.3
"ETC-588","DB05456",-4.3
"1-DODECANOL","DB06894",-4.3
"1-(HYDROXYMETHYLENEAMINO)-8-HYDROXY-OCTANE","DB07897",-4.3
"(3R)-3-HYDROXYDODECANOIC ACID","DB07930",-4.3
"N-(3-MERCAPTOPROPANOYL)-D-ALANINE","DB07939",-4.3
"Pyrazinamide","DB00339",-4.2
"Niacin","DB00627",-4.2
"Acamprosate","DB00659",-4.2
"Etidronic acid","DB01077",-4.2
"Iodixanol","DB01249",-4.2
"2-Aminophenol","DB01726",-4.2
"4-[Hydroxy-[Methyl-Phosphinoyl]]-3-Oxo-Butanoic Acid","DB01832",-4.2
"2s,3r-2-Amino-3-Methylpentanedioic Acid","DB01898",-4.2
"6-Methylpurine","DB02113",-4.2
"1,2-Dihydroxybenzene","DB02232",-4.2
"Methionine Sulfoxide","DB02235",-4.2
"2,6-Dimethyl-7-Octen-2-Ol","DB02273",-4.2
"(R)-2-Hydroxy-3-Sulfopropanoic Acid","DB02334",-4.2
"N-Octyl-2-Hydroxyethyl Sulfoxide","DB02415",-4.2
"S-Oxymethionine","DB02467",-4.2
"Phosphonopyruvate","DB02522",-4.2
"Bromo-Dodecanol","DB02619",-4.2
"(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium","DB02648",-4.2
"N-Acetylmannosaminitol","DB02787",-4.2
"L-Rhamnose","DB02961",-4.2
"4-Iodophenol","DB03002",-4.2
"Phosphoglycolohydroxamic Acid","DB03026",-4.2
"4-Hydroxy-1,2,5-Thiadiazole-3-Carboxylic Acid","DB03162",-4.2
"(3-Formyl-but-3-Enyl)-Phosphonic Acid","DB03211",-4.2
"(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid","DB03236",-4.2
"D-Lysine","DB03252",-4.2
"N-Hydroxy-N-Isopropyloxamic Acid","DB03387",-4.2
"2-Hydroxymethyl-Pyrrolidine-3,4-Diol","DB03411",-4.2
"(3r)-3-Methyl-L-Glutamic Acid","DB03810",-4.2
"L-Xylopyranose","DB03911",-4.2
"Heptane-1,2,3-Triol","DB04079",-4.2
"Aurodox","DB04124",-4.2
"5-Oxo-L-Norleucine","DB04296",-4.2
"Norleucine","DB04419",-4.2
"2s,3s-3-Methylaspartic Acid","DB04538",-4.2
"Sulfatide","DB04780",-4.2
"Lanreotide","DB06791",-4.2
"Hydroxyproline","DB08847",-4.2
"L-Ornithine","DB00129",-4.1
"L-Glutamine","DB00130",-4.1
"L-Isoleucine","DB00167",-4.1
"Pregabalin","DB00230",-4.1
"Caspofungin","DB00520",-4.1
"D-tartaric acid","DB01694",-4.1
"M-Cresol","DB01776",-4.1
"1,4-Dithio-Alpha-D-Mannose","DB01870",-4.1
"Ribose","DB01936",-4.1
"3-Chlorophenol","DB01957",-4.1
"Norleucine Phosphonate","DB02088",-4.1
"N-1-Methylheptylformamide","DB02131",-4.1
"Leucine Phosphonic Acid","DB02386",-4.1
"Hydroxyethylcysteine","DB02413",-4.1
"(Diaminomethyl-Methyl-Amino)-Acetic Acid","DB02490",-4.1
"D-Glutamic Acid","DB02517",-4.1
"N-Acetylalanine","DB02518",-4.1
"N-[Amino(Imino)Methyl]Glycine","DB02751",-4.1
"Para-Bromobenzyl Alcohol","DB02822",-4.1
"Alpha Chlorophyll A","DB02863",-4.1
"(Carboxyhydroxyamino)Ethanoic Acid","DB02954",-4.1
"4-Amido-4-Carbamoyl-Butyric Acid","DB03091",-4.1
"Nonan-1-Ol","DB03143",-4.1
"2-Oxo-4-Methylpentanoic Acid","DB03229",-4.1
"D-2-Amino-3-Phosphono-Propionic Acid","DB03292",-4.1
"Hexadecanal","DB03381",-4.1
"N5-Methylglutamine","DB03473",-4.1
"Cyclohexylformamide","DB03559",-4.1
"S,S-Propylthiocysteine","DB03654",-4.1
"Cysteinesulfonic Acid","DB03661",-4.1
"6-Hydroxy-6-Methyl-Heptan-3-One","DB03711",-4.1
"2-Dehydropantoate","DB03795",-4.1
"Alpha-Difluoromethylornithine","DB03856",-4.1
"1,4-Deoxy-1,4-Dithio-Beta-D-Glucopyranose","DB03857",-4.1
"Tetrahydrooxazine","DB03862",-4.1
"2-Methylleucine","DB04063",-4.1
"Decyloxy-Methanol","DB04082",-4.1
"2-{2-[2-2-(Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethanol","DB04332",-4.1
"(3r,4r,5r)-5-(Hydroxymethyl)Piperidine-3,4-Diol","DB04545",-4.1
"Cycloleucine","DB04620",-4.1
"S-propylamine-L-cysteine","DB04648",-4.1
"Tagatose","DB04936",-4.1
"3,6,9,12,15-PENTAOXAHEPTADECAN-1-OL","DB07344",-4.1
"6,8-DIMERCAPTO-OCTANOIC ACID AMIDE","DB08120",-4.1
"Goserelin","DB00014",-4
"L-Aspartic Acid","DB00128",-4
"L-Asparagine","DB00174",-4
"Betazole","DB00272",-4
"Ethambutol","DB00330",-4
"Penicillamine","DB00859",-4
"Desflurane","DB01189",-4
"D-Sorbitol","DB01638",-4
"D-4-Phosphoerythronic Acid","DB01756",-4
"Double Oxidized Cysteine","DB01769",-4
"Glycerol-2-Phosphate","DB01779",-4
"3,4-Dihydrouracil","DB01849",-4
"2-Methylpentane-1,2,4-Triol","DB01881",-4
"D-Glucose in Linear Form","DB01914",-4
"2,4-Dihydroxy-3,3-Dimethyl-Butyrate","DB01930",-4
"Di-Stearoyl-3-Sn-Phosphatidylethanolamine","DB01966",-4
"L-Rhamnitol","DB02399",-4
"(4s)-5-Fluoro-L-Leucine","DB02542",-4
"Acetylamino-Acetic Acid","DB02713",-4
"Canaline","DB02821",-4
"Beta-Hydroxyleucine","DB02978",-4
"5-Hydroxy Norvaline","DB03105",-4
"4-Phospho-D-Erythronate","DB03108",-4
"Malate Like Intermediate","DB03343",-4
"Uracil","DB03419",-4
"(R)-Mevalonate","DB03518",-4
"L-2-Amino-4-Methoxy-Cis-but-3-Enoic Acid","DB03611",-4
"Beta-Hydroxyaspartic Acid","DB03640",-4
"Phosphonoacetohydroxamic Acid","DB03645",-4
"2,3-Dihydroxy-Valerianic Acid","DB03675",-4
